"1624006317261348864 2023-02-10 11:24:13 +0000 <jess_sosnoski> @CHRISsW0RLD @The_Trump_Train @dan_mcnichols @Atheen_ @thandar324 @V_Hawtmess1 @SheriCarter18 @DanielKlatt @NavinJohnson @tooosunny @StevieaB @jess_sosnoski @xephula @finaltelegraph @americadefiant #trump #freespeech #socialmedia #video #patriot Trump/patriot-friendly free speech social media &amp; video sites... -  https://t.co/zqpIQuTkmA
",Text,Positive Emojis,Negative Emojis,Sentiment Score,Sentiment
"1622992191701524483 2023-02-07 16:14:26 +0000 <TajamulFayaz621> Aurora in the cold, Norwegian 🇳🇴 midnight sky. Shot in Reine, Lofoten Islands.  Credit: Donald Yip  #Norwegian #aurora #photograghy  https://t.co/ch40aUywO9
",tajamulfayaz aurora in the cold norwegian 🇳🇴 midnight sky shot in reine lofoten islands credit donald yip norwegian aurora photograghy,0,0,0.3818,positive
"1623350983568031744 2023-02-08 16:00:09 +0000 <RichieTheVulgar> If Trump had the Chinese balloon shot, the Republicans in congress would cheer in support.  But it was Biden instead.. so it's outrage from the Republicans instead.  I am sick of them.
",richiethevulgar if trump had the chinese balloon shot the republicans in congress would cheer in support but it was biden instead so its outrage from the republicans instead i am sick of them,0,0,-0.8083,negative
"1623318148479959040 2023-02-08 13:49:41 +0000 <oceanntide> @_johunter_ @atensnut What can’t you say now that you could say when trump was in office. I’ll wait.
",oceanntide what can’t you say now that you could say when trump was in office i’ll wait,0,0,0.0,neutral
"1623675027437809664 2023-02-09 13:27:47 +0000 <brontyman> Trump Says He’ll Hand Over His DNA for E. Jean Carroll Case - The Daily Beast  https://t.co/sPa1IirZQH
",brontyman trump says he’ll hand over his dna for e jean carroll case the daily beast,0,0,0.4939,positive
"1623348800571207680 2023-02-08 15:51:29 +0000 <JimBonz> BREAKING: DOJ makes SHOCKING Move on Trump Stolen Documents  https://t.co/kuhdTAmYLU via @YouTube
",jimbonz breaking doj makes shocking move on trump stolen documents via,0,0,-0.7096,negative
"1622915038016053249 2023-02-07 11:07:52 +0000 <TEulenfeder> Subway. Ist besser als MC Donald.  https://t.co/zoVVyMz3xa
",teulenfeder subway ist besser als mc donald,0,0,0.0,neutral
"1622916417892020224 2023-02-07 11:13:21 +0000 <WieIderOfKeys> “Donald, you do the math!”
",wieiderofkeys “donald you do the math”,0,0,0.0,neutral
"1622998371324624897 2023-02-07 16:39:00 +0000 <MediaOpinion19> Is the Republican Party just using Donald Trump? Do You Agree ?   https://t.co/f5Tf6Ogyug
",mediaopinion is the republican party just using donald trump do you agree,0,0,0.6369,positive
"1623655937968943106 2023-02-09 12:11:56 +0000 <randomg90167510> @OGRolandRat People often forget that Obama ran in 08 as pro traditional marriage, Trump was pro gay marriage
",randomg people often forget that obama ran in as pro traditional marriage trump was pro gay marriage,0,0,-0.2263,negative
"1623357371337539586 2023-02-08 16:25:32 +0000 <moronometer> @CarlW1979 @jsragas @The_Trump_Train great burn 🤡
",moronometer great burn 🤡,0,0,0.6249,positive
"1623399790900830211 2023-02-08 19:14:06 +0000 <TheresaAube1> @SteveDaines @JoeBiden Wow. While the deficit went up every single year under Trump, Biden, has already reduced the deficit by $1.7 trillion. There have been staggering economic gains since Biden took office. He deserves the credit.we don’t clap because of his history s we as Americans are pissed!
",theresaaube wow while the deficit went up every single year under trump biden has already reduced the deficit by trillion there have been staggering economic gains since biden took office he deserves the creditwe don’t clap because of his history s we as americans are pissed,0,0,-0.5267,negative
"1622947333271855109 2023-02-07 13:16:11 +0000 <Democrat4US> No, the Pomerantz book isn’t going to derail the Manhattan DA’s prosecution of Donald Trump  https://t.co/BsQ4a6jHDs via @PalmerReport
",democratus no the pomerantz book isn’t going to derail the manhattan da’s prosecution of donald trump via,0,0,-0.765,negative
"1623324176797904899 2023-02-08 14:13:38 +0000 <MartyHemi> @mitchellvii @mitchellvii Trump won and will be back in the White House because the election was stolen by Democrat terrorists  https://t.co/oS33KJAGzt
",martyhemi trump won and will be back in the white house because the election was stolen by democrat terrorists,0,0,-0.5574,negative
"1623414089719640065 2023-02-08 20:10:55 +0000 <GregVanham> @robreiner Apparently you haven't looked at the evidence. Nancy pelosi should be in prison for not listening to Trump to bring in extra security.
",gregvanham apparently you havent looked at the evidence nancy pelosi should be in prison for not listening to trump to bring in extra security,0,0,-0.2263,negative
"1622991670030618624 2023-02-07 16:12:22 +0000 <Mirosaw08145955> @RafalBochenek @M_K_Blonska No Donald kazał się teraz tego wypierać więc będą naprzemiennie tego próbować! Zero honoru i odwagi, żeby zmierzyć się z haniebnymi wstydliwymi i upokarzającymi faktami rządów po psl!
",mirosaw no donald kazał się teraz tego wypierać więc będą naprzemiennie tego próbować zero honoru i odwagi żeby zmierzyć się z haniebnymi wstydliwymi i upokarzającymi faktami rządów po psl,0,0,-0.7003,negative
"1622965738981171200 2023-02-07 14:29:20 +0000 <AnarchistMary> @RepPressley @DimockHeadStart Can you look into what the CIA know about the RNC hack? They were hacked at the same time as the DNC when Hillary’s emails were released. Ever since the RNC hack, the entire GOP has been in lock step with Donald Trump. What is Putin blackmailing the GOP with? Please find out.
",anarchistmary can you look into what the cia know about the rnc hack they were hacked at the same time as the dnc when hillary’s emails were released ever since the rnc hack the entire gop has been in lock step with donald trump what is putin blackmailing the gop with please find out,0,0,-0.1027,negative
"1623340320413872130 2023-02-08 15:17:47 +0000 <AnarchistMary> @FOX56WOLF Can you look into what the CIA know about the RNC hack? They were hacked at the same time as the DNC when Hillary’s emails were released. Ever since the RNC hack, the entire GOP has been in lock step with Donald Trump. What is Putin blackma
",anarchistmary can you look into what the cia know about the rnc hack they were hacked at the same time as the dnc when hillary’s emails were released ever since the rnc hack the entire gop has been in lock step with donald trump what is putin blackma,0,0,-0.4019,negative
"1622989942388400130 2023-02-07 16:05:30 +0000 <AnarchistMary> @justinamash Can you look into what the CIA know about the RNC hack? They were hacked at the same time as the DNC when Hillary’s emails were released. Ever since the RNC hack, the entire GOP has been in lock step with Donald Trump. What is Putin blackmailing the GOP with? Please find out.
",anarchistmary can you look into what the cia know about the rnc hack they were hacked at the same time as the dnc when hillary’s emails were released ever since the rnc hack the entire gop has been in lock step with donald trump what is putin blackmailing the gop with please find out,0,0,-0.1027,negative
"1623709669163139072 2023-02-09 15:45:26 +0000 <BristerSean> One of the first things Trump did as president was lift the regulations of fishing off of the American coasts. This will lead to a total collapse of seafood available after it is overfished.
",bristersean one of the first things trump did as president was lift the regulations of fishing off of the american coasts this will lead to a total collapse of seafood available after it is overfished,0,0,-0.4939,negative
"1624013223790780418 2023-02-10 11:51:39 +0000 <heartofhippie> Trump Put Nearly $1 Million Of Donor Money Into His Own Pockets Since Leaving Office - HuffPost  https://t.co/1eyDbB4dj8
",heartofhippie trump put nearly million of donor money into his own pockets since leaving office huffpost,0,0,0.0,neutral
"1622996628108980224 2023-02-07 16:32:04 +0000 <FADPorg> TAKE ACTION: oppose the execution of Donald Dillbeck  https://t.co/ox3ZsHhmiH #Florida #nodeathpenalty
",fadporg take action oppose the execution of donald dillbeck florida nodeathpenalty,0,0,0.0,neutral
"1622902369167245314 2023-02-07 10:17:31 +0000 <CAknowledgepage> Donald McDonald Net Worth 2023: AFL Career Assets Income  https://t.co/mMQOrV0MQX via @CAknowledgepage
",caknowledgepage donald mcdonald net worth afl career assets income via,0,0,0.3818,positive
"1623278962783752192 2023-02-08 11:13:58 +0000 <Whoremembers5> @AttyPeteSchulte @CBSNews @SarahHuckabee @GOP Crazy liar @SaraHuckabeeSa1 got it right. The @GOP want you to pay more for drugs, want to add to the deficit and debt but don’t want to pay the bills, and push Putin’s communism and Trump’s insurrection over NATO’s democracy. #NoThanks #Liar #TraitorToDemocracy #GOPCrazy
",whoremembers crazy liar got it right the want you to pay more for drugs want to add to the deficit and debt but don’t want to pay the bills and push putin’s communism and trump’s insurrection over nato’s democracy nothanks liar traitortodemocracy gopcrazy,0,0,-0.8735,negative
"1622995774492618761 2023-02-07 16:28:41 +0000 <Pat0zz> Andrés y Donald hablaron maravillas de las personas que le apoyaron para llegar al poder, pero hablaron pestes, e incluso desconocieron a estos personajes, después de que estos no estuvieron de acuerdo con sus políticas.  #SeparadosAlNacer
",patzz andrés y donald hablaron maravillas de las personas que le apoyaron para llegar al poder pero hablaron pestes e incluso desconocieron a estos personajes después de que estos no estuvieron de acuerdo con sus políticas separadosalnacer,0,0,-0.296,negative
"1624021421633732609 2023-02-10 12:24:14 +0000 <llnelson41> NORAD Tracked as it Approached Alaska - But three other balloons were some how missed?  I think this story does not hold hold water.  I seems to be a ""But Trump"" excuse that Biden always falls back on.  Smells fishy to me.
",llnelson norad tracked as it approached alaska but three other balloons were some how missed i think this story does not hold hold water i seems to be a but trump excuse that biden always falls back on smells fishy to me,0,0,-0.3291,negative
"1622968700054773761 2023-02-07 14:41:06 +0000 <huertaff> @donald_dpm Lo del papel, con la de roturas de stock que hay y las subidas de precios que tienen, no entiendo la bajada. salvo que sea por falta de materias primas como suelen decir.
",huertaff lo del papel con la de roturas de stock que hay y las subidas de precios que tienen no entiendo la bajada salvo que sea por falta de materias primas como suelen decir,0,0,-0.296,negative
"1622931949420703745 2023-02-07 12:15:04 +0000 <KatsudonMinnie> @ami__donald ありがとうございます！今のところ元気に育っております😁
",katsudonminnie ありがとうございます！今のところ元気に育っております😁,1,0,1.0,positive
"1622914569390927872 2023-02-07 11:06:00 +0000 <MediaOpinion19> How the 2020 census explains Donald Trump  #MAGA #TRUMP2024 #Trump   https://t.co/zXMwnyDt9v
",mediaopinion how the census explains donald trump maga trump trump,0,0,0.0,neutral
"1623338811425005568 2023-02-08 15:11:47 +0000 <RickSmi92609099> @robreiner Joe Biden told the TRUTH, under Trump America run out of 'Toilet paper' closed the economy down, America has never recovered that loss of revenue. And Miss Huckabee was there with Trump as she' mentions woke, Trump was a nightmare' and not the Dream'
",ricksmi joe biden told the truth under trump america run out of toilet paper closed the economy down america has never recovered that loss of revenue and miss huckabee was there with trump as she mentions woke trump was a nightmare and not the dream,0,0,0.2316,positive
"1623314482670731266 2023-02-08 13:35:07 +0000 <mrjoetheman> President Trump's Response to the State of the Union  https://t.co/LEPtwmf4zG
",mrjoetheman president trumps response to the state of the union,0,0,0.0,neutral
"1623300974294061056 2023-02-08 12:41:26 +0000 <domenic18409081> @The_Trump_Train No
",domenic no,0,0,-0.296,negative
"1623340981755195392 2023-02-08 15:20:24 +0000 <Please_StandBye> @RepAndyBiggsAZ The left says the right has committed crimes and the right says the left has committed crimes; TRUTH is no one’s in jail! THINK LOGICALLY. If they weren’t ALL IN ON IT, some would be in prison; HILLARY, TRUMP, OBAMA, PENCE, BIDEN, MCCONNELL, LYNCH, Critical Thinking is a must!
",pleasestandbye the left says the right has committed crimes and the right says the left has committed crimes truth is no one’s in jail think logically if they weren’t all in on it some would be in prison hillary trump obama pence biden mcconnell lynch critical thinking is a must,0,0,-0.3182,negative
"1623264135512305664 2023-02-08 10:15:03 +0000 <ultralibdar> @SpeakerMcCarthy @SarahHuckabee The screaming banshee party ensures another dem win ...didnt learn from trump loses or the mid terms ... Americans dont vote for crazy
",ultralibdar the screaming banshee party ensures another dem win didnt learn from trump loses or the mid terms americans dont vote for crazy,0,0,0.5627,positive
"1623341556525572103 2023-02-08 15:22:41 +0000 <AnarchistMary> @FOX13News Can you look into what the CIA know about the RNC hack? They were hacked at the same time as the DNC when Hillary’s emails were released. Ever since the RNC hack, the entire GOP has been in lock step with Donald Trump. What is Putin blackma
",anarchistmary can you look into what the cia know about the rnc hack they were hacked at the same time as the dnc when hillary’s emails were released ever since the rnc hack the entire gop has been in lock step with donald trump what is putin blackma,0,0,-0.4019,negative
"1623345726259441664 2023-02-08 15:39:16 +0000 <AnarchistMary> @foxillinois Can you look into what the CIA know about the RNC hack? They were hacked at the same time as the DNC when Hillary’s emails were released. Ever since the RNC hack, the entire GOP has been in lock step with Donald Trump. What is Putin blackma
",anarchistmary can you look into what the cia know about the rnc hack they were hacked at the same time as the dnc when hillary’s emails were released ever since the rnc hack the entire gop has been in lock step with donald trump what is putin blackma,0,0,-0.4019,negative
"1623400891641393152 2023-02-08 19:18:28 +0000 <pamp00vey> @shawnteNorth Trump has been a traitor since he started pushing Operarion Warp Speed🤬
",pampvey trump has been a traitor since he started pushing operarion warp speed🤬,0,1,-1.0,negative
"1622958416468537344 2023-02-07 14:00:14 +0000 <Jooww___> @LOCFRENKIE Pour moi le record tombe ou pas en fonction de qui sera en courtside. Si on a des mecs type Aaron Donald, D Wade, sa famille et d’autres bons potes à lui = gros match + record  Si c’est pas le cas il jouera avec le frein à main pour le storytelling à Milwaukee
",jooww pour moi le record tombe ou pas en fonction de qui sera en courtside si on a des mecs type aaron donald d wade sa famille et d’autres bons potes à lui gros match record si c’est pas le cas il jouera avec le frein à main pour le storytelling à milwaukee,0,0,0.0,neutral
"1622981029534265347 2023-02-07 15:30:05 +0000 <JazzConClass> Donald Byrd, Gigi Gryce - Sometimes I'm Happy
",jazzconclass donald byrd gigi gryce sometimes im happy,0,0,0.5719,positive
"1623288876587425792 2023-02-08 11:53:22 +0000 <gregor12> @stats_feed @Karoleigh1 Donald Trump?
",gregor donald trump,0,0,0.0,neutral
"1622922551579267072 2023-02-07 11:37:43 +0000 <JimforAmericans> @Liz_Wheeler Did donald finally find his most fitting costume ever? I think so! Will  maga cult members still lick his feet? Without a doubt!
",jimforamericans did donald finally find his most fitting costume ever i think so will maga cult members still lick his feet without a doubt,0,0,0.2755,positive
"1623315716249120772 2023-02-08 13:40:01 +0000 <GPalumbo10> ‘End The Destruction Of Our Country’: Trump Responds To Joe Biden’s State Of The Union  https://t.co/gcBKbice1i via @dailycaller
",gpalumbo ‘end the destruction of our country’ trump responds to joe biden’s state of the union via,0,0,-0.5719,negative
"1622990765197516801 2023-02-07 16:08:46 +0000 <rudehunch> one must imagine sisyphus, nude from the waist down—just fully donald ducking it—draining buckets from the 3-point line like its going out of style while wearing designer crocs
",rudehunch one must imagine sisyphus nude from the waist down—just fully donald ducking it—draining buckets from the point line like its going out of style while wearing designer crocs,0,0,0.3612,positive
"1623291760238637056 2023-02-08 12:04:49 +0000 <SelectSpeed> @Erg24G @B52Malmet You ignoramus. Biden has been in government for 50 years and was a compulsive liar long before Trump was on the scene.
",selectspeed you ignoramus biden has been in government for years and was a compulsive liar long before trump was on the scene,0,0,-0.7351,negative
"1623336275234246656 2023-02-08 15:01:42 +0000 <Alchemi90688288> Then maybe Trump should start giving out thousands of MAGA hats and t-shirts to illegals before they hit the border. It would liven up border crossings...  https://t.co/9EFa8BOOfF
",alchemi then maybe trump should start giving out thousands of maga hats and tshirts to illegals before they hit the border it would liven up border crossings,0,0,0.34,positive
"1623349523690168321 2023-02-08 15:54:21 +0000 <GeorgeFincher14> @raiderlization @tedcruz CNN: It wasn’t the Trump administration. The American military had a “domain awareness gap” . Past surveillance balloons were discovered at the beginning of the Biden administration.
",georgefincher cnn it wasn’t the trump administration the american military had a “domain awareness gap” past surveillance balloons were discovered at the beginning of the biden administration,0,0,0.0,neutral
"1623649358053883905 2023-02-09 11:45:47 +0000 <Max_Fender3> @AdamKinzinger @POTUS But you were fine with Pelosi ripping up Trumps speech.  🤡🤡
",maxfender but you were fine with pelosi ripping up trumps speech 🤡🤡,0,0,0.296,positive
"1622986543161044993 2023-02-07 15:52:00 +0000 <VoiceMaga> Joe Biden Claims that Donald Trump is half-fascist   https://t.co/smvkO86MbC
",voicemaga joe biden claims that donald trump is halffascist,0,0,0.0,neutral
"1622965099781554182 2023-02-07 14:26:47 +0000 <AnarchistMary> @TomFitton Can you look into what the CIA know about the RNC hack? They were hacked at the same time as the DNC when Hillary’s emails were released. Ever since the RNC hack, the entire GOP has been in lock step with Donald Trump. What is Putin blackmailing the GOP with? Please find out.
",anarchistmary can you look into what the cia know about the rnc hack they were hacked at the same time as the dnc when hillary’s emails were released ever since the rnc hack the entire gop has been in lock step with donald trump what is putin blackmailing the gop with please find out,0,0,-0.1027,negative
"1623318227290886144 2023-02-08 13:49:59 +0000 <jeff_dilworth> @FoxNews Trumps legacy:  https://t.co/LOmVSaLYT3
",jeffdilworth trumps legacy,0,0,0.0,neutral
"1623692230010540032 2023-02-09 14:36:09 +0000 <2bconsidered> @mtgreenee Trump Put Nearly $1 Million Of Donor Money Into His Own Pockets Since Leaving Office  https://t.co/CGnhDI1fxc
",bconsidered trump put nearly million of donor money into his own pockets since leaving office,0,0,0.0,neutral
"1623325981954961410 2023-02-08 14:20:48 +0000 <alreadynuts> WATCH: President Trump Responds to Biden's SOTU Address With the 'Real State of the Union' – RedState  https://t.co/fiE52T58Eu
",alreadynuts watch president trump responds to bidens sotu address with the real state of the union – redstate,0,0,0.0,neutral
"1623353180691042304 2023-02-08 16:08:53 +0000 <MarcusSmash1> @bennyjohnson When Sarah Huckabee Sanders was talking about “normal v crazy,” was she talking about Trump accusing Desantis of being a pedophile groomer, Mike Lindell talking rigged elections in a claw machine, Marge walking around with a balloon, Boebert screeching at SOTU, or George Santos?
",marcussmash when sarah huckabee sanders was talking about “normal v crazy” was she talking about trump accusing desantis of being a pedophile groomer mike lindell talking rigged elections in a claw machine marge walking around with a balloon boebert screeching at sotu or george santos,0,0,-0.4939,negative
"1623274839631953920 2023-02-08 10:57:35 +0000 <PierreBeaudoi17> President Trump's Response to the State of the Union  https://t.co/ByGfHWv38m
",pierrebeaudoi president trumps response to the state of the union,0,0,0.0,neutral
"1623353384219602947 2023-02-08 16:09:41 +0000 <MarcusSmash1> @bennyjohnson @nypost When Sarah Huckabee Sanders was talking about “normal v crazy,” was she talking about Trump accusing Desantis of being a pedophile groomer, Mike Lindell talking rigged elections in a claw machine, Marge walking around with a balloon, Boebert screeching at SOTU, or George Santos?
",marcussmash when sarah huckabee sanders was talking about “normal v crazy” was she talking about trump accusing desantis of being a pedophile groomer mike lindell talking rigged elections in a claw machine marge walking around with a balloon boebert screeching at sotu or george santos,0,0,-0.4939,negative
"1623348812554305536 2023-02-08 15:51:31 +0000 <niker_monkey> @fakeserpounce @FloridadadD @JackPosobiec Because Trump is the only viable candidate that will do what he says… half of the voters know it… where have you been?
",nikermonkey because trump is the only viable candidate that will do what he says… half of the voters know it… where have you been,0,0,0.0,neutral
"1623280401300029441 2023-02-08 11:19:41 +0000 <ShortyGirl46> @The_Trump_Train YES!
",shortygirl yes,0,0,0.4019,positive
"1623418205975851009 2023-02-08 20:27:16 +0000 <LarryODaniel4> @The_Trump_Train 👍
",larryodaniel 👍,1,0,1.0,positive
"1623430245301772288 2023-02-08 21:15:07 +0000 <MoreHumbleThanV> @Pro__Trading @alexbruesewitz Let’s talk about Stormy Daniels who trump paid to have sex with. Real men like DeSantis don’t have to pay like trump. 🤣🤣🤣 Real men like DeSantis don’t let GWB fuck their wife either
",morehumblethanv let’s talk about stormy daniels who trump paid to have sex with real men like desantis don’t have to pay like trump 🤣🤣🤣 real men like desantis don’t let gwb fuck their wife either,3,0,3.3818,positive
"1623349258756714498 2023-02-08 15:53:18 +0000 <anchor_soul> @RealBrysonGray This will cost him the candidacy.  We are in desperate times and this behavior worked for him in 2016, but not now.  And, I'm a Trump supporter who's eyeing Pompeo  (whom I would get behind).
",anchorsoul this will cost him the candidacy we are in desperate times and this behavior worked for him in but not now and im a trump supporter whos eyeing pompeo whom i would get behind,0,0,0.25,positive
"1623370751309975570 2023-02-08 17:18:42 +0000 <GinnyMcDonald8> @therecount Really? Trump flags? Maga flags? Confederate flags? To some of us your God doesn’t exist and yet you want to force him and your religious beliefs on every person.
",ginnymcdonald really trump flags maga flags confederate flags to some of us your god doesn’t exist and yet you want to force him and your religious beliefs on every person,0,0,0.34,positive
"1623265330217771008 2023-02-08 10:19:48 +0000 <500K_______> #Rt @91ag_ @ckag_ @Bikashkkp @VishalSPardeshi @T_7GS @sanatan759 @shreyasharma662 @BabitaHindu10 @puji00111 @Shreya__111 @sharmaswati77 @DebabrataGope1 @Arunk750 @LG73_ @Chota_trump @vedmishra1008 @RAJ__1978 @Ravi4_Nation @nandlalguptabjp @Dival1000 @hind_pinky @hb_o17 @kirti_012
",k rt,0,0,0.0,neutral
"1622969185792917504 2023-02-07 14:43:01 +0000 <AlexAlexroll> @donald_duck555 Έχεις μπερδεμένα το τραφικινγκ με την  αλληλεγγύη .. κλασικό ηθικό πλεονέκτημα
",alexalexroll έχεις μπερδεμένα το τραφικινγκ με την αλληλεγγύη κλασικό ηθικό πλεονέκτημα,0,0,0.0,neutral
"1623682389573615623 2023-02-09 13:57:02 +0000 <RelaxFactsRFun> @LaurieGrady17 @Reuters .  Trump on Ghislaine Maxwell: 'I wish her well'         Trump has a soft spot for pedophiles.    Obviously.    https://t.co/Tcz7zDp5YF
",relaxfactsrfun trump on ghislaine maxwell i wish her well trump has a soft spot for pedophiles obviously,0,0,0.5859,positive
"1622953666482438144 2023-02-07 13:41:21 +0000 <AngelaV31989641> @amiKozak @realDonaldTrump @IvankaTrump @EricTrump @DonaldJTrumpJr Need to do another Donald....ha!
",angelav need to do another donaldha,0,0,0.0,neutral
"1623377484283580443 2023-02-08 17:45:27 +0000 <rloewe65> Trump claims his election was ""stollen"" ... well, here it is.🤣  https://t.co/NatQX4qrwN
",rloewe trump claims his election was stollen well here it is🤣,1,0,1.2732,positive
"1623661937748762626 2023-02-09 12:35:46 +0000 <NumbersMean> @mmagno_63 So U-6 is better than it ever was under Trump?
",numbersmean so u is better than it ever was under trump,0,0,0.4902,positive
"1623296579527483392 2023-02-08 12:23:58 +0000 <AnarchistMary> @LisPower1 @mmfa Can you look into what the CIA know about the RNC hack? They were hacked at the same time as the DNC when Hillary’s emails were released. Ever since the RNC hack, the entire GOP has been in lock step with Donald Trump. What is Putin blackmailing the GOP with? Please find out.
",anarchistmary can you look into what the cia know about the rnc hack they were hacked at the same time as the dnc when hillary’s emails were released ever since the rnc hack the entire gop has been in lock step with donald trump what is putin blackmailing the gop with please find out,0,0,-0.1027,negative
"1623346689254858752 2023-02-08 15:43:05 +0000 <Motrennod1978> Ep. 2991b - Leverage Depleted, Trump Freed, Extreme Chatter, The Truth Will Be Made Public  https://t.co/5mjM351ree
",motrennod ep b leverage depleted trump freed extreme chatter the truth will be made public,0,0,0.6124,positive
"1623686479590326273 2023-02-09 14:13:18 +0000 <mikeqc1975> Trump Put Nearly $1 Million Of Donor Money Into His Own Pockets Since Leaving Office  https://t.co/Z0OwS552H0 via @Yahoo
",mikeqc trump put nearly million of donor money into his own pockets since leaving office via,0,0,0.0,neutral
"1623281077627367425 2023-02-08 11:22:22 +0000 <Archie19671984> @POTUS BS you have destroyed our strong economy Trump built! You are the worst President ever!!
",archie bs you have destroyed our strong economy trump built you are the worst president ever,0,0,-0.6124,negative
"1623309350881091589 2023-02-08 13:14:43 +0000 <blue_ventilator> @ZaleskiLuke 6 months since the FBI raid on Mar A Lago  At least a week since Trump’s lawyers expected him to be indicted for stealing thousands of documents, hundreds of which are classified nuclear, tech &amp; human secrets  Dozens of classified materials still missing  #WherAreTheIndictments?
",blueventilator months since the fbi raid on mar a lago at least a week since trump’s lawyers expected him to be indicted for stealing thousands of documents hundreds of which are classified nuclear tech amp human secrets dozens of classified materials still missing wheraretheindictments,0,0,-0.7096,negative
"1622970449125838850 2023-02-07 14:48:03 +0000 <pc2005> @TriggeredBurke @golfcourses101 There used to be a beautiful Donald ross course outside providence ri (where I live) that had a 240 yrd par 3 (from tips) that played downhill into a small green. I always thought that would be a great hole to make a par 4 for jrs, srs, and higher handicaps.
",pc there used to be a beautiful donald ross course outside providence ri where i live that had a yrd par from tips that played downhill into a small green i always thought that would be a great hole to make a par for jrs srs and higher handicaps,0,0,0.886,positive
"1623289543876087809 2023-02-08 11:56:01 +0000 <Patty333Oscar> @The_Trump_Train Didn't watch it.
",pattyoscar didnt watch it,0,0,0.0,neutral
"1623320245619535874 2023-02-08 13:58:01 +0000 <Flap> Pentagon Won't Name Official Who Divulged Misleading Info About Chinese Spy Balloons During Trump Admin  https://t.co/FJBjRI5pSu
",flap pentagon wont name official who divulged misleading info about chinese spy balloons during trump admin,0,0,-0.4019,negative
"1623332411726602241 2023-02-08 14:46:21 +0000 <TAnthonyPotter> @FordJohnathan5 @laurenboebert Jon boy your lies are not facts Let me say it to you slowly  THE GOVERNORS DID IT NOT PRESIDENT TRUMP  You're a liar
",tanthonypotter jon boy your lies are not facts let me say it to you slowly the governors did it not president trump youre a liar,0,0,-0.7269,negative
"1623290732457984000 2023-02-08 12:00:44 +0000 <yardtour> @BretBaier @SarahHuckabee ""Hey SARAH! Now remind all of us how Trump called guys in the Military ""Chumps and Losers!"" And next time you're on camera, wear a suit and not yellow white bathrobes...USE BLEACH...if Trump hasn't drank it to fight Covid....""
",yardtour hey sarah now remind all of us how trump called guys in the military chumps and losers and next time youre on camera wear a suit and not yellow white bathrobesuse bleachif trump hasnt drank it to fight covid,0,0,-0.7184,negative
"1623641761204654080 2023-02-09 11:15:36 +0000 <redlite3> @The_Trump_Train I believe he is accomplishing everything that they planned. He is quickly destroying the middle class. He has destroyed the economy. The border is open. Drugs are killing our Americans young and old. The USA is a third world country. He was bought by China, he is a traitor
",redlite i believe he is accomplishing everything that they planned he is quickly destroying the middle class he has destroyed the economy the border is open drugs are killing our americans young and old the usa is a third world country he was bought by china he is a traitor,0,0,-0.9042,negative
"1624004885107687430 2023-02-10 11:18:31 +0000 <louisegiron1> @The_Trump_Train @KennethFCrowe1 Trump pay me for it!
",louisegiron trump pay me for it,0,0,-0.1027,negative
"1623692091887874048 2023-02-09 14:35:36 +0000 <GothboyUK> Trump judge’s ruling could ban abortion pill across the US  https://t.co/bvbfW4u4vp
",gothboyuk trump judge’s ruling could ban abortion pill across the us,0,0,-0.5574,negative
"1623295242509197312 2023-02-08 12:18:39 +0000 <Jstrnnng> @The_Trump_Train It was the worst
",jstrnnng it was the worst,0,0,-0.6249,negative
"1622910325061296130 2023-02-07 10:49:08 +0000 <insonorizate> el crop de twitter ha fet zoom a Donald ""DJ"" Johnson però si obriu veureu de seguida qui és
",insonorizate el crop de twitter ha fet zoom a donald dj johnson però si obriu veureu de seguida qui és,0,0,0.34,positive
"1623696932471455744 2023-02-09 14:54:50 +0000 <PhilSturholm> @CarpeDonktum So, after all of the House Republican’s theatrical hysterics, we’ve learned that the only President who ever actually pressured Twitter to remove or suppress content was… donald trump?!?
",philsturholm so after all of the house republican’s theatrical hysterics we’ve learned that the only president who ever actually pressured twitter to remove or suppress content was… donald trump,0,0,-0.5719,negative
"1623664985573400576 2023-02-09 12:47:53 +0000 <AngellUnique73> Trump Impeachment Veteran Debunks GOP Accusations Against Biden  https://t.co/RkPhhsBrh2
",angellunique trump impeachment veteran debunks gop accusations against biden,0,0,-0.3182,negative
"1623005280660234240 2023-02-07 17:06:27 +0000 <Fraesad> @Katarzy12274734 @Very_Honest_Man @emdzejZS @donald_PL_ Samokrytyka zawsze jest mile widziana. Szanuję za krytyczne podejście do własnej osoby.
",fraesad samokrytyka zawsze jest mile widziana szanuję za krytyczne podejście do własnej osoby,0,0,0.0,neutral
"1623315738546012160 2023-02-08 13:40:06 +0000 <Firesidespeek> @SenTedCruz Trump was impeached twice with nothing more than a couple of whistle blowers. You have two dozen so what's your excuse? You're a fraud. Your investigations will go nowhere. You're a diversion until the socialist can take over completely.
",firesidespeek trump was impeached twice with nothing more than a couple of whistle blowers you have two dozen so whats your excuse youre a fraud your investigations will go nowhere youre a diversion until the socialist can take over completely,0,0,-0.5,negative
"1622978334282981376 2023-02-07 15:19:23 +0000 <crimsontide43> @NBA8610 are you the NBA 44 that does the pages in Wikipedia? If so I need to know where you got the birthplace info on Donald Ray? Thanks
",crimsontide are you the nba that does the pages in wikipedia if so i need to know where you got the birthplace info on donald ray thanks,0,0,0.4404,positive
